x:1110.61 177900
0.00300696	177997
0.00178804	178131
0.0174304	178226
0.157821	178333
0.289315	178428
0.130303	178528
0.106397	178622
0.125367	178727
0.144676	178824
0.136579	178927
0.130829	179021
0.109244	179129
0.143391	179222
0.149697	179315
0.138682	179422
0.153641	179517
0.149945	179619
0.176011	179714
0.16658	179819
0.184312	179913
0.183331	180008
0.164776	180115
0.176029	180210
0.152401	180314
0.164489	180410
0.188576	180504
0.161036	180610
0.189285	180705
0.165852	180811
0.189267	180903
0.184666	180998
0.161919	181102
0.140949	181228
0.17085	181334
0.188645	181429
0.188256	181527
0.172873	181634
0.192832	181731
0.187941	181828
0.204291	181921
0.177326	182027
0.206002	182121
0.174324	182228
0.204588	182322
0.200551	182417
0.186963	182522
0.195043	182618
0.115306	182722
0	182818
0	182912
0	183017
0	183114
0	183217
0	183311
0	183416
